"rider","Team
","Cost
","Stg
","GC
","PC
","KOM
","Spr
","Sum
","Bky
","Ass
","Tot

","stage","directeur","team"
"Romain Bardet","AG2R La Mondiale",14,NA,3,NA,NA,NA,NA,NA,NA,3,4,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,10,12,NA,NA,NA,NA,NA,6,28,4,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,6,6,4,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,40,16,NA,NA,NA,NA,NA,4,60,5,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,60,22,NA,NA,NA,NA,NA,NA,82,5,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,5,14,NA,NA,NA,NA,NA,4,23,5,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,15,7,NA,NA,NA,NA,NA,NA,22,5,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,16,NA,NA,NA,NA,NA,4,20,6,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,22,NA,NA,NA,NA,NA,4,26,6,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,14,NA,NA,NA,NA,NA,4,18,6,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,7,NA,NA,NA,NA,NA,NA,7,6,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,25,NA,NA,NA,8,NA,NA,NA,33,6,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,25,15,NA,NA,NA,NA,NA,4,44,7,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,10,20,NA,NA,NA,NA,NA,NA,30,7,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,14,NA,NA,NA,NA,NA,2,16,7,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,7,NA,NA,NA,NA,NA,NA,7,7,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,NA,NA,NA,8,8,7,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,8,8,7,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,200,25,NA,4,NA,25,NA,4,258,8,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,4,4,8,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,25,15,NA,NA,NA,10,NA,2,52,8,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,100,12,NA,NA,NA,NA,NA,NA,112,8,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,15,NA,NA,4,19,8,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,4,4,8,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,25,25,NA,NA,NA,NA,NA,4,54,9,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,2,2,9,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,20,18,NA,NA,NA,NA,NA,6,44,9,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,15,NA,NA,NA,NA,NA,NA,15,9,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,NA,NA,NA,4,4,9,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,4,4,9,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,3,NA,10,NA,13,9,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,2,27,10,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,2,2,10,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,4,22,10,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,14,NA,NA,NA,NA,NA,NA,14,10,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,200,NA,3,NA,12,NA,10,4,229,10,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,10,10,10,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,150,25,NA,NA,NA,NA,NA,2,177,11,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,2,2,11,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,2,NA,NA,4,24,11,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,15,NA,NA,NA,NA,NA,NA,15,11,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,3,NA,NA,NA,NA,4,7,11,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,4,4,11,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,2,27,12,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,20,NA,NA,NA,NA,NA,4,24,12,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,10,16,NA,NA,NA,NA,NA,NA,26,12,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,4,6,12,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,4,4,12,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,6,6,12,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,150,25,NA,NA,NA,NA,NA,NA,175,13,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,NA,18,13,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,14,NA,NA,NA,NA,NA,NA,14,13,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,NA,2,13,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,2,27,14,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,4,22,14,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,14,NA,NA,NA,NA,NA,NA,14,14,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,10,NA,1,NA,NA,NA,NA,2,13,14,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,5,NA,NA,NA,NA,NA,NA,2,7,14,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,10,25,NA,NA,NA,NA,NA,4,39,15,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,80,NA,NA,NA,NA,20,NA,NA,100,15,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,5,18,NA,NA,NA,NA,NA,6,29,15,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,15,NA,NA,NA,NA,NA,2,17,15,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,1,NA,NA,NA,NA,2,3,15,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,2,2,15,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,120,1,NA,NA,NA,10,NA,NA,131,15,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,10,25,NA,NA,NA,NA,NA,4,39,16,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,15,NA,10,NA,25,16,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,6,24,16,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,15,15,NA,NA,NA,NA,NA,NA,30,16,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,80,NA,1,NA,NA,NA,NA,2,83,16,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,2,2,16,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,1,NA,NA,NA,NA,NA,NA,1,16,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,25,25,NA,NA,NA,NA,NA,4,54,17,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,6,24,17,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,15,16,NA,NA,NA,NA,NA,NA,31,17,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,2,4,17,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,2,2,17,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,200,25,NA,NA,NA,NA,NA,NA,225,18,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,30,18,NA,NA,NA,NA,NA,NA,48,18,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,80,16,NA,NA,NA,NA,NA,NA,96,18,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,NA,2,18,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,40,25,NA,NA,NA,NA,NA,4,69,19,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,80,20,NA,NA,NA,2,NA,8,110,19,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,200,22,NA,NA,NA,15,NA,NA,237,19,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,4,NA,15,NA,10,NA,29,19,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,2,10,NA,12,19,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,1,NA,NA,8,16,10,10,45,19,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,4,29,20,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,100,NA,NA,NA,NA,10,10,NA,120,20,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,25,20,NA,NA,NA,NA,NA,12,57,20,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,30,22,NA,NA,NA,NA,NA,NA,52,20,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,4,NA,15,NA,NA,NA,19,20,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,1,NA,NA,NA,NA,NA,4,5,20,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,4,29,21,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,20,NA,NA,NA,NA,NA,6,26,21,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,22,NA,NA,NA,NA,NA,NA,22,21,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,80,NA,4,NA,NA,NA,NA,NA,84,21,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,6,6,21,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,1,NA,NA,NA,NA,NA,4,5,21,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,500,10,NA,NA,NA,NA,30,540,22,"Brendan Smith","The Bandits"
"Julian Alaphilippe","Etixx - Quick Step",10,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Brendan Smith","The Bandits"
"Nairo Quintana","Movistar Team",22,NA,350,NA,NA,NA,NA,NA,40,390,22,"Brendan Smith","The Bandits"
"Romain Bardet","AG2R La Mondiale",14,NA,400,NA,NA,NA,NA,NA,10,410,22,"Brendan Smith","The Bandits"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,60,NA,NA,NA,NA,NA,60,22,"Brendan Smith","The Bandits"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Brendan Smith","The Bandits"
"Eduardo Sepúlveda","Fortuneo - Vital Concept",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Brendan Smith","The Bandits"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Brendan Smith","The Bandits"
"Alexis Vuillermoz","AG2R La Mondiale",6,NA,55,NA,NA,NA,NA,NA,10,65,22,"Brendan Smith","The Bandits"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Wilco Kelderman","Team LottoNL-Jumbo",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Nairo Quintana","Movistar Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Alexander Kristoff","Team Katusha",10,50,13,NA,NA,NA,NA,NA,NA,63,1,"Ben Neal","Cooper`s Crankers"
"Mathew Hayman","Orica GreenEDGE",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Tsgabu Grmay","Lampre - Merida",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,6,6,1,"Ben Neal","Cooper`s Crankers"
"Arthur Vichot","FDJ",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Ben Neal","Cooper`s Crankers"
"Christopher Froome","Team Sky",26,30,16,NA,NA,NA,NA,NA,4,50,2,"Ben Neal","Cooper`s Crankers"
"Wilco Kelderman","Team LottoNL-Jumbo",10,70,6,NA,NA,NA,NA,NA,NA,76,2,"Ben Neal","Cooper`s Crankers"
"Nairo Quintana","Movistar Team",22,NA,14,NA,NA,NA,NA,NA,6,20,2,"Ben Neal","Cooper`s Crankers"
"Romain Bardet","AG2R La Mondiale",14,NA,4,NA,NA,NA,NA,NA,NA,4,2,"Ben Neal","Cooper`s Crankers"
