"rider","Team
","Cost
","Stg
","GC
","PC
","KOM
","Spr
","Sum
","Bky
","Ass
","Tot

","stage","directeur","team"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,16,NA,NA,NA,NA,NA,4,20,4,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,2,NA,NA,NA,NA,NA,6,8,4,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,8,NA,NA,NA,NA,NA,10,18,4,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,14,NA,NA,NA,NA,NA,4,18,4,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,10,12,NA,NA,NA,NA,NA,6,28,4,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,30,9,NA,NA,NA,NA,NA,6,45,4,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,40,16,NA,NA,NA,NA,NA,4,60,5,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,50,8,NA,NA,NA,NA,NA,NA,58,5,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,80,11,NA,NA,NA,NA,NA,4,95,5,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,5,14,NA,NA,NA,NA,NA,4,23,5,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,16,NA,NA,NA,NA,NA,4,20,6,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,8,NA,NA,NA,NA,NA,NA,8,6,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,11,NA,NA,NA,NA,NA,8,19,6,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,14,NA,NA,NA,NA,NA,4,18,6,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,25,NA,NA,NA,8,NA,NA,NA,33,6,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,25,15,NA,NA,NA,NA,NA,4,44,7,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,22,NA,NA,NA,NA,NA,4,26,7,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,5,11,NA,NA,NA,NA,NA,2,18,7,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,14,NA,NA,NA,NA,NA,2,16,7,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,NA,NA,NA,8,8,7,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,8,8,7,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,200,25,NA,4,NA,25,NA,4,258,8,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,60,22,NA,NA,NA,NA,NA,NA,82,8,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,150,18,NA,NA,NA,NA,NA,NA,168,8,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,25,15,NA,NA,NA,10,NA,2,52,8,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,15,NA,NA,4,19,8,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,4,4,8,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,25,25,NA,NA,NA,NA,NA,4,54,9,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,30,22,NA,NA,NA,NA,NA,NA,52,9,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,10,20,NA,NA,NA,NA,NA,NA,30,9,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,20,18,NA,NA,NA,NA,NA,6,44,9,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,NA,NA,NA,NA,NA,4,4,9,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,4,4,9,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,2,27,10,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,22,NA,NA,NA,NA,NA,6,28,10,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,20,NA,NA,NA,NA,NA,NA,20,10,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,4,22,10,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,200,NA,3,NA,12,NA,10,4,229,10,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,10,10,10,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,150,25,NA,NA,NA,NA,NA,2,177,11,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,5,22,NA,NA,NA,NA,NA,NA,27,11,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,20,NA,NA,NA,NA,NA,NA,20,11,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,2,NA,NA,4,24,11,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,3,NA,NA,NA,NA,4,7,11,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,10,NA,10,11,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,4,4,11,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,2,27,12,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,25,22,NA,NA,NA,NA,NA,NA,47,12,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,12,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,20,NA,NA,NA,NA,NA,4,24,12,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,4,6,12,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,6,6,12,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,4,4,12,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,150,25,NA,NA,NA,NA,NA,NA,175,13,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,20,NA,NA,NA,NA,NA,NA,20,13,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,13,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,NA,18,13,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,NA,2,13,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,2,27,14,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,20,NA,NA,NA,NA,NA,NA,20,14,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,14,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,4,22,14,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,10,NA,1,NA,NA,NA,NA,2,13,14,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,2,2,14,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,14,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,10,25,NA,NA,NA,NA,NA,4,39,15,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,20,NA,NA,NA,NA,NA,NA,20,15,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,15,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,5,18,NA,NA,NA,NA,NA,6,29,15,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,1,NA,NA,NA,NA,2,3,15,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,6,6,15,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,15,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,10,25,NA,NA,NA,NA,NA,4,39,16,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,20,NA,NA,NA,NA,NA,NA,20,16,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,16,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,6,24,16,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,80,NA,1,NA,NA,NA,NA,2,83,16,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,2,2,16,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,70,NA,NA,NA,NA,NA,NA,4,74,16,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,25,25,NA,NA,NA,NA,NA,4,54,17,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,20,20,NA,NA,NA,NA,NA,NA,40,17,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,17,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,6,24,17,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,2,4,17,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,4,4,17,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,17,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,200,25,NA,NA,NA,NA,NA,NA,225,18,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,20,NA,NA,NA,NA,NA,NA,20,18,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,11,NA,NA,NA,NA,NA,NA,11,18,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,30,18,NA,NA,NA,NA,NA,NA,48,18,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,2,NA,NA,NA,NA,NA,2,18,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,40,25,NA,NA,NA,NA,NA,4,69,19,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,15,18,NA,NA,NA,NA,NA,NA,33,19,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,60,12,NA,NA,NA,NA,NA,NA,72,19,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,80,20,NA,NA,NA,2,NA,8,110,19,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,4,NA,15,NA,10,NA,29,19,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,4,29,20,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,15,18,NA,NA,NA,NA,NA,NA,33,20,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,40,12,NA,NA,NA,NA,NA,NA,52,20,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,25,20,NA,NA,NA,NA,NA,12,57,20,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,4,NA,15,NA,NA,NA,19,20,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,4,4,20,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,25,NA,NA,NA,NA,NA,4,29,21,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,18,NA,NA,NA,NA,NA,NA,18,21,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,12,NA,NA,NA,NA,NA,NA,12,21,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,20,NA,NA,NA,NA,NA,6,26,21,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,80,NA,4,NA,NA,NA,NA,NA,84,21,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,15,NA,NA,NA,NA,NA,NA,NA,15,21,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,6,6,21,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,500,10,NA,NA,NA,NA,30,540,22,"Tim Cadman","Brismamils"
"Adam Yates","Orica GreenEDGE",10,NA,300,NA,NA,NA,NA,NA,NA,300,22,"Tim Cadman","Brismamils"
"Daniel Martin","Etixx - Quick Step",12,NA,160,NA,NA,NA,NA,NA,NA,160,22,"Tim Cadman","Brismamils"
"Nairo Quintana","Movistar Team",22,NA,350,NA,NA,NA,NA,NA,40,390,22,"Tim Cadman","Brismamils"
"Michael Matthews","Orica GreenEDGE",10,NA,NA,60,NA,NA,NA,NA,NA,60,22,"Tim Cadman","Brismamils"
"Leigh Howard","IAM Cycling",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Tim Cadman","Brismamils"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Tim Cadman","Brismamils"
"Simon Gerrans","Orica GreenEDGE",6,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Tim Cadman","Brismamils"
"Fabian Cancellara","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Tim Cadman","Brismamils"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Geraint Thomas","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Rafał Majka","Tinkoff",12,NA,NA,NA,NA,NA,NA,NA,4,4,1,"William Brown","Team Skylark"
"André Greipel","Lotto Soudal",14,100,18,3,NA,6,NA,NA,6,133,1,"William Brown","Team Skylark"
"Daniel Teklehaimanot","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,12,12,1,"William Brown","Team Skylark"
"Tony Martin","Etixx - Quick Step",6,NA,NA,NA,NA,NA,NA,NA,10,10,1,"William Brown","Team Skylark"
"Sep Vanmarcke","Team LottoNL-Jumbo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Jack Bauer","Cannondale Pro Cycling Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",26,30,16,NA,NA,NA,NA,NA,4,50,2,"William Brown","Team Skylark"
"Geraint Thomas","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,4,4,2,"William Brown","Team Skylark"
"Romain Bardet","AG2R La Mondiale",14,NA,4,NA,NA,NA,NA,NA,NA,4,2,"William Brown","Team Skylark"
"Rafał Majka","Tinkoff",12,NA,NA,NA,NA,NA,NA,NA,12,12,2,"William Brown","Team Skylark"
"André Greipel","Lotto Soudal",14,NA,NA,3,NA,6,NA,NA,NA,9,2,"William Brown","Team Skylark"
"Daniel Teklehaimanot","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Tony Martin","Etixx - Quick Step",6,NA,NA,NA,NA,NA,NA,NA,8,8,2,"William Brown","Team Skylark"
"Sep Vanmarcke","Team LottoNL-Jumbo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Jack Bauer","Cannondale Pro Cycling Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",26,NA,18,NA,NA,NA,NA,NA,4,22,3,"William Brown","Team Skylark"
"Geraint Thomas","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,4,4,3,"William Brown","Team Skylark"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"William Brown","Team Skylark"
"Rafał Majka","Tinkoff",12,NA,NA,NA,NA,NA,NA,NA,6,6,3,"William Brown","Team Skylark"
"André Greipel","Lotto Soudal",14,150,NA,4,NA,4,NA,NA,NA,158,3,"William Brown","Team Skylark"
"Daniel Teklehaimanot","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,6,6,3,"William Brown","Team Skylark"
"Tony Martin","Etixx - Quick Step",6,NA,NA,NA,NA,NA,NA,NA,4,4,3,"William Brown","Team Skylark"
"Sep Vanmarcke","Team LottoNL-Jumbo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"William Brown","Team Skylark"
"Jack Bauer","Cannondale Pro Cycling Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",26,NA,16,NA,NA,NA,NA,NA,4,20,4,"William Brown","Team Skylark"
"Geraint Thomas","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,4,4,4,"William Brown","Team Skylark"
"Romain Bardet","AG2R La Mondiale",14,NA,3,NA,NA,NA,NA,NA,NA,3,4,"William Brown","Team Skylark"
"Rafał Majka","Tinkoff",12,NA,NA,NA,NA,NA,NA,NA,8,8,4,"William Brown","Team Skylark"
"André Greipel","Lotto Soudal",14,NA,NA,3,NA,3,NA,NA,NA,6,4,"William Brown","Team Skylark"
"Daniel Teklehaimanot","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"William Brown","Team Skylark"
"Tony Martin","Etixx - Quick Step",6,NA,NA,NA,NA,NA,NA,NA,10,10,4,"William Brown","Team Skylark"
"Sep Vanmarcke","Team LottoNL-Jumbo",6,20,NA,NA,NA,NA,NA,NA,NA,20,4,"William Brown","Team Skylark"
"Jack Bauer","Cannondale Pro Cycling Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",26,40,16,NA,NA,NA,NA,NA,4,60,5,"William Brown","Team Skylark"
"Geraint Thomas","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,4,4,5,"William Brown","Team Skylark"
"Romain Bardet","AG2R La Mondiale",14,15,7,NA,NA,NA,NA,NA,NA,22,5,"William Brown","Team Skylark"
"Rafał Majka","Tinkoff",12,120,NA,NA,1,5,NA,10,NA,136,5,"William Brown","Team Skylark"
"André Greipel","Lotto Soudal",14,NA,NA,2,NA,NA,NA,NA,4,6,5,"William Brown","Team Skylark"
"Daniel Teklehaimanot","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"William Brown","Team Skylark"
"Tony Martin","Etixx - Quick Step",6,NA,NA,NA,NA,NA,NA,NA,4,4,5,"William Brown","Team Skylark"
"Sep Vanmarcke","Team LottoNL-Jumbo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"William Brown","Team Skylark"
"Jack Bauer","Cannondale Pro Cycling Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",26,NA,16,NA,NA,NA,NA,NA,4,20,6,"William Brown","Team Skylark"
"Geraint Thomas","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,4,4,6,"William Brown","Team Skylark"
"Romain Bardet","AG2R La Mondiale",14,NA,7,NA,NA,NA,NA,NA,NA,7,6,"William Brown","Team Skylark"
