"rider","Team
","Cost
","Stg
","GC
","PC
","KOM
","Spr
","Sum
","Bky
","Ass
","Tot

","stage","directeur","team"
"Peter Sagan","Tinkoff",20,120,25,10,NA,6,NA,NA,NA,161,4,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,20,NA,NA,NA,NA,NA,2,22,5,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,25,12,NA,NA,NA,NA,NA,NA,37,5,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,NA,NA,NA,NA,6,5,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,150,NA,NA,10,10,NA,10,NA,180,5,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,NA,NA,NA,2,12,5,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,20,NA,NA,NA,NA,NA,2,22,6,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,13,NA,NA,NA,NA,NA,NA,13,6,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,200,NA,10,NA,3,NA,NA,NA,213,6,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,10,NA,NA,NA,NA,10,6,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,70,NA,4,NA,6,NA,NA,NA,80,6,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,30,18,NA,NA,NA,NA,NA,2,50,7,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,100,NA,NA,NA,4,4,NA,NA,108,7,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,12,NA,NA,NA,NA,NA,NA,12,7,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,10,NA,NA,NA,NA,6,16,7,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,6,6,7,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,10,NA,NA,NA,NA,10,7,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,4,NA,NA,NA,NA,NA,4,7,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,50,16,NA,NA,NA,6,NA,2,74,8,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,5,NA,NA,NA,5,8,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,6,NA,NA,NA,NA,NA,NA,6,8,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,10,NA,NA,NA,NA,NA,10,8,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,4,NA,NA,NA,NA,NA,4,8,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,11,NA,NA,NA,NA,NA,6,17,9,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,200,NA,NA,4,NA,30,10,NA,244,9,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,4,NA,NA,NA,NA,NA,NA,4,9,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,10,NA,NA,NA,NA,NA,10,9,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,2,12,25,10,NA,49,9,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,6,NA,15,NA,10,2,33,9,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,11,NA,NA,NA,NA,NA,4,15,10,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,4,NA,10,NA,NA,14,10,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,10,NA,NA,NA,NA,6,10,NA,26,10,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,4,NA,NA,NA,NA,NA,NA,4,10,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,NA,NA,NA,2,8,10,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,2,2,10,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,2,NA,NA,NA,NA,2,10,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,150,NA,10,NA,15,NA,10,NA,185,10,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,13,NA,NA,NA,NA,NA,4,17,11,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,4,NA,NA,NA,NA,4,11,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,4,NA,NA,NA,NA,NA,NA,4,11,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,10,NA,NA,NA,16,11,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,2,NA,NA,NA,NA,2,11,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,200,NA,10,NA,12,NA,NA,2,224,11,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,15,NA,NA,NA,NA,NA,6,21,12,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,2,NA,NA,NA,NA,2,12,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,4,NA,NA,NA,NA,NA,NA,4,12,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,NA,NA,NA,4,10,12,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,4,4,12,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,200,NA,NA,10,6,30,10,NA,256,12,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,NA,NA,NA,NA,10,12,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,5,16,NA,NA,NA,NA,NA,NA,21,13,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,200,NA,NA,3,NA,NA,NA,NA,203,13,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,3,NA,NA,NA,NA,NA,NA,3,13,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,NA,NA,NA,NA,6,13,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,10,NA,NA,NA,NA,10,13,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,NA,NA,NA,NA,10,13,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,16,NA,NA,NA,NA,NA,4,20,14,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,3,NA,NA,NA,NA,3,14,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,3,NA,NA,NA,NA,NA,NA,3,14,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,200,NA,6,NA,4,NA,NA,NA,210,14,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,6,6,14,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,10,NA,NA,NA,NA,10,14,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,14,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,120,NA,10,NA,6,NA,NA,NA,136,14,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,16,NA,NA,NA,NA,NA,6,22,15,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,2,NA,NA,NA,NA,2,15,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,4,NA,NA,4,15,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,60,5,NA,NA,NA,NA,NA,NA,65,15,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,NA,NA,NA,NA,6,15,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,6,NA,NA,NA,NA,6,15,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,15,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,NA,NA,NA,4,14,15,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,25,16,NA,NA,NA,NA,NA,6,47,16,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,2,NA,NA,NA,NA,2,16,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,4,NA,NA,NA,NA,NA,NA,4,16,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,6,NA,8,NA,NA,NA,14,16,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,6,NA,NA,NA,NA,6,16,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,16,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,200,NA,10,NA,10,NA,NA,NA,220,16,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,14,NA,NA,NA,NA,NA,6,20,17,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,5,NA,NA,NA,NA,NA,NA,5,17,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,6,NA,NA,NA,NA,6,17,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,4,4,17,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,15,NA,10,2,37,17,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,20,13,NA,NA,NA,NA,NA,NA,33,18,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,150,NA,NA,NA,NA,NA,NA,NA,150,18,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,5,NA,NA,NA,NA,NA,NA,NA,5,18,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,5,NA,NA,NA,NA,NA,NA,5,18,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,70,NA,NA,6,NA,NA,NA,NA,76,18,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,NA,NA,NA,NA,10,18,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,120,14,NA,NA,NA,6,NA,8,148,19,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,5,NA,NA,NA,NA,10,NA,15,19,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,6,12,15,10,NA,43,19,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,NA,NA,NA,NA,10,19,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,20,15,NA,NA,NA,NA,NA,14,49,20,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,120,NA,NA,NA,1,25,10,NA,156,20,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,5,NA,NA,NA,6,NA,NA,11,20,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,1,6,12,30,NA,NA,49,20,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,10,NA,10,NA,10,NA,30,20,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,15,NA,NA,NA,NA,NA,8,23,21,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,5,NA,NA,NA,NA,NA,NA,5,21,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,NA,6,NA,NA,NA,6,12,21,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,150,NA,10,NA,NA,NA,NA,NA,160,21,"Shayne Hohensee","The sticky biddon"
"Alejandro Valverde","Movistar Team",14,NA,220,NA,NA,NA,NA,NA,40,260,22,"Shayne Hohensee","The sticky biddon"
"Tom Dumoulin","Team Giant - Alpecin",12,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Shayne Hohensee","The sticky biddon"
"Vincenzo Nibali","Astana Pro Team",14,NA,5,NA,15,NA,NA,NA,5,25,22,"Shayne Hohensee","The sticky biddon"
"Pierre Rolland","Cannondale Pro Cycling Team",10,NA,80,NA,NA,NA,NA,NA,NA,80,22,"Shayne Hohensee","The sticky biddon"
"Mark Cavendish","Dimension Data",12,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Shayne Hohensee","The sticky biddon"
"Bernhard Eisel","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Shayne Hohensee","The sticky biddon"
"Thomas De Gendt","Lotto Soudal",6,NA,NA,20,80,NA,NA,NA,NA,100,22,"Shayne Hohensee","The sticky biddon"
"Haimar Zubeldia","Trek-Segafredo",6,NA,35,NA,NA,NA,NA,NA,NA,35,22,"Shayne Hohensee","The sticky biddon"
"Peter Sagan","Tinkoff",20,NA,NA,100,NA,NA,NA,NA,NA,100,22,"Shayne Hohensee","The sticky biddon"
"Christopher Froome","Team Sky",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared","HillsnHeadwinds"
"Julian Alaphilippe","Etixx - Quick Step",10,10,7,NA,NA,NA,NA,NA,10,27,1,"Jared","HillsnHeadwinds"
"Sergio Luis Henao","Team Sky",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared","HillsnHeadwinds"
