"rider","Team
","Cost
","Stg
","GC
","PC
","KOM
","Spr
","Sum
","Bky
","Ass
","Tot

","stage","directeur","team"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,6,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,200,11,1,NA,NA,NA,NA,NA,212,6,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,10,28,6,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,10,16,NA,NA,NA,NA,NA,6,32,6,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,6,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,7,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,11,NA,NA,NA,NA,NA,NA,11,7,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,12,30,7,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,7,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,12,12,7,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,5,20,NA,NA,NA,NA,NA,2,27,8,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,10,NA,NA,NA,NA,NA,NA,10,8,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,20,25,NA,NA,NA,NA,NA,8,53,8,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,8,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,8,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,5,18,NA,NA,NA,NA,NA,NA,23,9,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,10,NA,NA,NA,NA,NA,NA,10,9,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,22,NA,NA,NA,NA,NA,6,28,9,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,9,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,9,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,120,20,NA,NA,NA,20,NA,2,162,10,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,40,13,NA,NA,NA,NA,NA,NA,53,10,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,200,25,2,3,NA,30,NA,10,270,10,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,60,18,NA,NA,NA,4,NA,NA,82,10,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,22,22,10,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,200,22,3,2,NA,15,NA,4,246,11,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,70,14,NA,NA,NA,NA,NA,NA,84,11,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,150,25,6,10,NA,10,NA,10,211,11,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,50,18,NA,NA,NA,NA,NA,NA,68,11,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,20,20,11,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,1,2,NA,NA,NA,4,29,12,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,14,NA,NA,NA,NA,NA,6,20,12,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,25,4,10,NA,NA,NA,8,47,12,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,6,24,12,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,12,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,6,6,12,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,1,1,NA,NA,NA,NA,24,13,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,14,NA,NA,NA,NA,NA,NA,14,13,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,25,4,6,NA,NA,NA,2,37,13,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,13,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,8,8,13,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,15,22,3,NA,NA,NA,NA,4,44,14,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,80,18,NA,NA,NA,10,NA,2,110,14,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,20,25,6,NA,NA,NA,NA,NA,51,14,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,40,20,NA,NA,NA,NA,NA,NA,60,14,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,2,NA,6,8,14,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,2,2,14,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,NA,24,15,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,16,1,NA,NA,NA,NA,2,19,15,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,150,25,6,3,NA,10,10,4,208,15,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,40,20,NA,NA,NA,NA,NA,NA,60,15,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,10,14,24,15,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,2,2,15,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,NA,24,16,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,16,1,NA,NA,NA,NA,2,19,16,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,25,6,3,NA,NA,NA,4,38,16,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,10,20,NA,NA,NA,NA,NA,NA,30,16,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,16,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,2,2,16,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,4,28,17,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,16,1,NA,NA,NA,NA,2,19,17,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,25,6,2,NA,NA,NA,4,37,17,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,20,NA,NA,NA,NA,NA,NA,20,17,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,17,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,2,2,17,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,NA,24,18,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,16,NA,NA,NA,NA,NA,8,24,18,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,25,6,2,NA,NA,NA,4,37,18,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,20,NA,NA,NA,NA,NA,6,26,18,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,18,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,200,NA,NA,NA,NA,NA,NA,2,202,18,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,200,22,4,NA,NA,NA,NA,NA,226,19,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,15,NA,NA,NA,NA,NA,NA,15,19,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,25,25,6,2,NA,NA,NA,NA,58,19,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,19,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,25,22,3,NA,NA,NA,NA,NA,50,20,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,10,15,NA,NA,NA,NA,NA,2,27,20,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,30,25,6,2,NA,NA,NA,4,67,20,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,40,20,NA,NA,NA,NA,NA,NA,60,20,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,20,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,2,2,20,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,22,3,NA,NA,NA,NA,NA,25,21,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,15,NA,NA,NA,NA,NA,8,23,21,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,25,6,2,NA,NA,NA,4,37,21,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,20,NA,NA,NA,NA,NA,6,26,21,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,21,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,200,NA,NA,NA,NA,NA,NA,2,202,21,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,NA,400,50,NA,NA,NA,NA,NA,450,22,"Peter Howes","Wilston Wippets"
"Simon Yates","ORICA - BikeExchange",12,NA,220,20,NA,NA,NA,NA,NA,240,22,"Peter Howes","Wilston Wippets"
"Nairo Quintana","Movistar Team",22,NA,500,80,40,NA,NA,NA,30,650,22,"Peter Howes","Wilston Wippets"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,350,10,NA,NA,NA,NA,NA,360,22,"Peter Howes","Wilston Wippets"
"Luka Mezgec","ORICA - BikeExchange",8,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Peter Howes","Wilston Wippets"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,30,30,22,"Peter Howes","Wilston Wippets"
"Heinrich Haussler","IAM Cycling",6,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Peter Howes","Wilston Wippets"
"Adam Hansen","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Peter Howes","Wilston Wippets"
"Magnus Cort","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Peter Howes","Wilston Wippets"
"Christopher Froome","Team Sky",22,20,NA,NA,NA,NA,NA,NA,NA,20,1,"Crooky","Latino Layabouts"
"Alejandro Valverde","Movistar Team",16,15,NA,NA,NA,NA,NA,NA,NA,15,1,"Crooky","Latino Layabouts"
"Johan Esteban Chaves","ORICA - BikeExchange",18,12,NA,NA,NA,NA,NA,NA,NA,12,1,"Crooky","Latino Layabouts"
"Samuel Sánchez","BMC Racing Team",12,10,NA,NA,NA,NA,NA,NA,NA,10,1,"Crooky","Latino Layabouts"
"Fabio Felline","Trek-Segafredo",10,4,NA,NA,NA,NA,NA,NA,NA,4,1,"Crooky","Latino Layabouts"
"Yukiya Arashiro","Lampre - Merida",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Latino Layabouts"
"Louis Vervaeke","Lotto Soudal",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Latino Layabouts"
"Andrey Zeits","Astana Pro Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Latino Layabouts"
"Michele Scarponi","Astana Pro Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crooky","Latino Layabouts"
"Christopher Froome","Team Sky",22,NA,18,NA,NA,NA,NA,NA,12,30,2,"Crooky","Latino Layabouts"
"Alejandro Valverde","Movistar Team",16,NA,20,NA,NA,NA,NA,NA,8,28,2,"Crooky","Latino Layabouts"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,6,NA,NA,NA,NA,NA,4,10,2,"Crooky","Latino Layabouts"
