"rider","Team
","Cost
","Stg
","GC
","PC
","KOM
","Spr
","Sum
","Bky
","Ass
","Tot

","stage","directeur","team"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,10,20,NA,NA,NA,NA,NA,NA,30,5,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,6,NA,NA,NA,NA,NA,NA,6,5,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,5,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,5,NA,NA,NA,NA,NA,NA,6,11,5,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,12,NA,NA,NA,NA,NA,2,14,5,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,5,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,5,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,6,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,200,11,1,NA,NA,NA,NA,NA,212,6,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,10,16,NA,NA,NA,NA,NA,6,32,6,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,13,NA,NA,NA,NA,NA,2,15,6,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,6,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,6,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,7,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,11,NA,NA,NA,NA,NA,NA,11,7,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,7,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,13,NA,NA,NA,NA,NA,2,15,7,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,12,12,7,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,12,12,7,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,5,20,NA,NA,NA,NA,NA,2,27,8,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,10,NA,NA,NA,NA,NA,NA,10,8,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,8,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,6,6,8,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,8,NA,NA,NA,NA,NA,4,12,8,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,14,14,8,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,14,14,8,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,10,4,NA,NA,NA,NA,NA,NA,14,8,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,5,18,NA,NA,NA,NA,NA,NA,23,9,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,10,NA,NA,NA,NA,NA,NA,10,9,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,9,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,18,18,9,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,6,NA,NA,NA,NA,NA,NA,6,9,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,9,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,9,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,4,NA,NA,NA,NA,NA,NA,4,9,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,120,20,NA,NA,NA,20,NA,2,162,10,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,40,13,NA,NA,NA,NA,NA,NA,53,10,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,60,18,NA,NA,NA,4,NA,NA,82,10,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,4,NA,NA,NA,NA,NA,6,10,10,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,22,22,10,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,22,22,10,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,5,NA,NA,NA,NA,NA,NA,5,10,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,200,22,3,2,NA,15,NA,4,246,11,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,70,14,NA,NA,NA,NA,NA,NA,84,11,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,1,NA,NA,NA,NA,NA,NA,1,11,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,50,18,NA,NA,NA,NA,NA,NA,68,11,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,10,NA,NA,NA,10,11,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,6,NA,NA,NA,NA,NA,14,20,11,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,20,20,11,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,20,20,11,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,20,7,NA,NA,NA,NA,NA,NA,27,11,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,1,2,NA,NA,NA,4,29,12,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,14,NA,NA,NA,NA,NA,6,20,12,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,10,NA,10,12,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,6,24,12,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,4,4,12,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,6,NA,NA,6,2,10,8,32,12,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,14,14,12,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,14,14,12,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,7,NA,NA,NA,NA,NA,NA,7,12,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,1,1,NA,NA,NA,NA,24,13,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,14,NA,NA,NA,NA,NA,NA,14,13,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,6,6,13,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,13,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,2,2,13,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,6,NA,NA,NA,NA,NA,4,10,13,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,8,8,13,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,8,8,13,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,7,NA,NA,NA,NA,NA,NA,7,13,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,15,22,3,NA,NA,NA,NA,4,44,14,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,80,18,NA,NA,NA,10,NA,2,110,14,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,40,20,NA,NA,NA,NA,NA,NA,60,14,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,6,NA,NA,NA,NA,NA,8,14,14,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,6,6,14,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,6,6,14,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,8,NA,NA,NA,2,NA,NA,10,14,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,NA,24,15,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,16,1,NA,NA,NA,NA,2,19,15,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,25,NA,NA,NA,NA,NA,NA,NA,25,15,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,40,20,NA,NA,NA,NA,NA,NA,60,15,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,6,6,15,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,4,4,15,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,4,NA,10,14,28,15,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,14,14,15,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,8,NA,NA,NA,NA,NA,NA,8,15,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,NA,24,16,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,16,1,NA,NA,NA,NA,2,19,16,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,10,20,NA,NA,NA,NA,NA,NA,30,16,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,4,4,16,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,16,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,16,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,8,NA,NA,NA,NA,NA,NA,8,16,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,4,28,17,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,16,1,NA,NA,NA,NA,2,19,17,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,20,NA,NA,NA,NA,NA,NA,20,17,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,8,8,17,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,17,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,70,NA,NA,NA,NA,NA,NA,10,80,17,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,8,NA,NA,NA,NA,NA,NA,8,17,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,2,NA,NA,NA,NA,NA,24,18,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,16,NA,NA,NA,NA,NA,8,24,18,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,20,NA,NA,NA,NA,NA,6,26,18,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,20,NA,NA,NA,NA,NA,NA,NA,20,18,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,4,4,18,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,18,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,18,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,8,NA,NA,NA,NA,NA,NA,8,18,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,200,22,4,NA,NA,NA,NA,NA,226,19,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,15,NA,NA,NA,NA,NA,NA,15,19,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,19,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,150,NA,NA,NA,NA,NA,NA,NA,150,19,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,5,NA,NA,NA,NA,NA,NA,5,19,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,25,22,3,NA,NA,NA,NA,NA,50,20,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,10,15,NA,NA,NA,NA,NA,2,27,20,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,40,20,NA,NA,NA,NA,NA,NA,60,20,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,4,4,20,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,20,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,20,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,3,NA,NA,NA,NA,NA,NA,3,20,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,22,3,NA,NA,NA,NA,NA,25,21,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,15,NA,NA,NA,NA,NA,8,23,21,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,20,NA,NA,NA,NA,NA,6,26,21,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,2,2,21,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,10,NA,NA,4,14,21,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,21,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,21,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,3,NA,NA,NA,NA,NA,NA,3,21,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,400,50,NA,NA,NA,NA,NA,450,22,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,220,20,NA,NA,NA,NA,NA,240,22,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,350,10,NA,NA,NA,NA,NA,360,22,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,30,30,22,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,30,30,22,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,65,NA,NA,NA,NA,NA,NA,65,22,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,20,NA,NA,NA,NA,NA,NA,NA,20,1,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,15,NA,NA,NA,NA,NA,NA,NA,15,1,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,12,NA,NA,NA,NA,NA,NA,NA,12,1,"Big Matt","Big Men in Lycra"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Big Matt","Big Men in Lycra"
"Zdenek Stybar","Etixx - Quick Step",8,8,NA,NA,NA,NA,NA,NA,NA,8,1,"Big Matt","Big Men in Lycra"
"Julien Bernard","Trek-Segafredo",4,4,NA,NA,NA,NA,NA,NA,NA,4,1,"Big Matt","Big Men in Lycra"
"Sam Bewley","ORICA - BikeExchange",4,12,NA,NA,NA,NA,NA,NA,NA,12,1,"Big Matt","Big Men in Lycra"
"Nick Dougall","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Big Matt","Big Men in Lycra"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Big Matt","Big Men in Lycra"
"Christopher Froome","Team Sky",22,NA,18,NA,NA,NA,NA,NA,12,30,2,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,NA,20,NA,NA,NA,NA,NA,8,28,2,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,6,NA,NA,NA,NA,NA,4,10,2,"Big Matt","Big Men in Lycra"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Big Matt","Big Men in Lycra"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,6,6,2,"Big Matt","Big Men in Lycra"
"Julien Bernard","Trek-Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Big Matt","Big Men in Lycra"
"Sam Bewley","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,4,4,2,"Big Matt","Big Men in Lycra"
"Nick Dougall","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Big Matt","Big Men in Lycra"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Big Matt","Big Men in Lycra"
"Christopher Froome","Team Sky",22,100,20,NA,NA,NA,NA,NA,4,124,3,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,120,22,2,NA,NA,NA,NA,16,160,3,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,80,18,NA,NA,NA,NA,NA,NA,98,3,"Big Matt","Big Men in Lycra"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Big Matt","Big Men in Lycra"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,2,2,3,"Big Matt","Big Men in Lycra"
"Julien Bernard","Trek-Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Big Matt","Big Men in Lycra"
"Sam Bewley","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Big Matt","Big Men in Lycra"
"Nick Dougall","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Big Matt","Big Men in Lycra"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Big Matt","Big Men in Lycra"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,4,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,NA,22,NA,NA,NA,NA,NA,6,28,4,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,4,"Big Matt","Big Men in Lycra"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Big Matt","Big Men in Lycra"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,10,NA,10,NA,20,4,"Big Matt","Big Men in Lycra"
"Julien Bernard","Trek-Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Big Matt","Big Men in Lycra"
"Sam Bewley","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Big Matt","Big Men in Lycra"
"Nick Dougall","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Big Matt","Big Men in Lycra"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Big Matt","Big Men in Lycra"
"Christopher Froome","Team Sky",22,10,20,NA,NA,NA,NA,NA,NA,30,5,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,70,22,4,NA,NA,NA,NA,6,102,5,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,5,"Big Matt","Big Men in Lycra"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Big Matt","Big Men in Lycra"
"Zdenek Stybar","Etixx - Quick Step",8,5,NA,NA,NA,NA,NA,NA,6,11,5,"Big Matt","Big Men in Lycra"
"Julien Bernard","Trek-Segafredo",4,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Big Matt","Big Men in Lycra"
"Sam Bewley","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Big Matt","Big Men in Lycra"
"Nick Dougall","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Big Matt","Big Men in Lycra"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Big Matt","Big Men in Lycra"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,6,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,50,22,4,NA,NA,NA,NA,6,82,6,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,10,16,NA,NA,NA,NA,NA,6,32,6,"Big Matt","Big Men in Lycra"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Big Matt","Big Men in Lycra"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Big Matt","Big Men in Lycra"
"Julien Bernard","Trek-Segafredo",4,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Big Matt","Big Men in Lycra"
"Sam Bewley","ORICA - BikeExchange",4,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Big Matt","Big Men in Lycra"
"Nick Dougall","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Big Matt","Big Men in Lycra"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Big Matt","Big Men in Lycra"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,7,"Big Matt","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,120,22,6,NA,NA,NA,NA,6,154,7,"Big Matt","Big Men in Lycra"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,16,NA,NA,NA,NA,NA,NA,16,7,"Big Matt","Big Men in Lycra"
