"rider","Team
","Cost
","Stg
","GC
","PC
","KOM
","Spr
","Sum
","Bky
","Ass
","Tot

","stage","directeur","team"
"Alejandro Valverde","Movistar Team",16,70,22,4,NA,NA,NA,NA,6,102,5,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,10,10,5,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,15,18,NA,NA,NA,NA,NA,10,43,5,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,14,NA,NA,NA,NA,NA,10,24,5,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,5,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,4,NA,NA,NA,NA,NA,2,6,5,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,50,22,4,NA,NA,NA,NA,6,82,6,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,10,10,6,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,10,28,6,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,6,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,6,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,6,NA,NA,NA,NA,NA,2,8,6,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,120,22,6,NA,NA,NA,NA,6,154,7,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,10,10,7,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,18,NA,NA,NA,NA,NA,12,30,7,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,150,NA,NA,NA,NA,NA,NA,NA,150,7,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,12,12,7,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,12,12,7,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,6,NA,NA,NA,NA,NA,2,8,7,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,22,6,NA,NA,NA,NA,10,38,8,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,20,25,NA,NA,NA,NA,NA,8,53,8,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,8,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,8,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,9,NA,NA,NA,NA,NA,NA,9,8,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,15,20,6,NA,NA,NA,NA,8,49,9,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,22,NA,NA,NA,NA,NA,6,28,9,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,9,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,9,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,8,NA,NA,NA,NA,NA,4,12,9,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,80,22,10,NA,NA,10,NA,18,140,10,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,200,25,2,3,NA,30,NA,10,270,10,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,22,22,10,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,22,22,10,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,15,9,NA,NA,NA,NA,NA,4,28,10,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,120,20,10,NA,NA,6,NA,16,172,11,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,150,25,6,10,NA,10,NA,10,211,11,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,20,20,11,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,20,20,11,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,10,NA,NA,NA,NA,NA,2,12,11,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,50,20,10,NA,NA,NA,NA,12,92,12,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,25,4,10,NA,NA,NA,8,47,12,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,12,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,12,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,10,NA,NA,NA,NA,NA,2,12,12,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,15,20,10,NA,NA,NA,NA,6,51,13,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,10,10,13,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,25,4,6,NA,NA,NA,2,37,13,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,8,8,13,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,8,8,13,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,10,NA,NA,NA,NA,NA,NA,10,13,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,2,10,NA,NA,NA,NA,6,18,14,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,6,6,14,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,20,25,6,NA,NA,NA,NA,NA,51,14,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,2,NA,6,8,14,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,6,6,14,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,50,13,NA,NA,NA,2,NA,NA,65,14,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,5,5,10,NA,NA,NA,NA,14,34,15,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,6,6,15,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,150,25,6,3,NA,10,10,4,208,15,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,10,14,24,15,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,15,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,20,14,NA,NA,NA,NA,NA,2,36,15,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,5,10,NA,NA,NA,NA,10,25,16,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,12,12,16,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,25,6,3,NA,NA,NA,4,38,16,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,16,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,16,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,14,NA,NA,NA,NA,NA,2,16,16,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,5,10,NA,NA,NA,NA,10,25,17,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,6,6,17,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,25,6,2,NA,NA,NA,4,37,17,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,17,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,17,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,15,NA,NA,NA,NA,NA,2,17,17,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,5,10,NA,NA,NA,NA,10,25,18,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,25,6,2,NA,NA,NA,4,37,18,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,100,NA,NA,NA,NA,NA,NA,NA,100,18,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,18,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,18,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,15,NA,NA,NA,NA,NA,2,17,18,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,6,10,NA,NA,NA,NA,NA,16,19,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,25,25,6,2,NA,NA,NA,NA,58,19,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,60,16,NA,NA,NA,NA,NA,NA,76,19,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,9,4,NA,NA,NA,NA,10,23,20,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,30,25,6,2,NA,NA,NA,4,67,20,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,20,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,20,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,20,16,NA,NA,NA,NA,NA,2,38,20,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,9,4,NA,NA,NA,NA,10,23,21,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,25,6,2,NA,NA,NA,4,37,21,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,150,NA,NA,NA,NA,NA,NA,NA,150,21,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,4,4,21,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,21,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,21,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,16,NA,NA,NA,NA,NA,2,18,21,"Steve H","team helmet"
"Alejandro Valverde","Movistar Team",16,NA,120,60,NA,NA,NA,NA,30,210,22,"Steve H","team helmet"
"Tejay Van Garderen","BMC Racing Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Steve H","team helmet"
"Nairo Quintana","Movistar Team",22,NA,500,80,40,NA,NA,NA,30,650,22,"Steve H","team helmet"
"Mikel Landa","Team Sky",16,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Steve H","team helmet"
"Daniele Bennati","Tinkoff",8,NA,NA,5,NA,NA,NA,NA,NA,5,22,"Steve H","team helmet"
"Jesús Hernández","Tinkoff",6,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Steve H","team helmet"
"Rubén Fernández","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,30,30,22,"Steve H","team helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,30,30,22,"Steve H","team helmet"
"Andrew Talansky","Cannondale Pro Cycling Team",12,NA,260,NA,NA,NA,NA,NA,20,280,22,"Steve H","team helmet"
"Christopher Froome","Team Sky",22,20,NA,NA,NA,NA,NA,NA,NA,20,1,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,12,NA,NA,NA,NA,NA,NA,NA,12,1,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,12,NA,NA,NA,NA,NA,NA,NA,12,1,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,8,NA,NA,NA,NA,NA,NA,NA,8,1,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,20,20,NA,NA,NA,NA,NA,NA,40,1,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,15,NA,NA,NA,NA,NA,NA,NA,15,1,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,15,NA,NA,NA,NA,NA,NA,NA,15,1,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,18,NA,NA,NA,NA,NA,12,30,2,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,5,NA,NA,NA,NA,NA,4,9,2,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,6,NA,NA,NA,NA,NA,4,10,2,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,6,6,2,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,15,NA,NA,NA,NA,NA,12,27,2,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,11,NA,NA,NA,NA,NA,10,21,2,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,2,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,100,20,NA,NA,NA,NA,NA,4,124,3,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,10,NA,NA,NA,NA,NA,NA,10,3,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,15,NA,NA,NA,NA,NA,NA,NA,15,3,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,80,18,NA,NA,NA,NA,NA,NA,98,3,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,NA,NA,NA,2,2,3,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,5,14,NA,NA,NA,NA,NA,6,25,3,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,22,22,3,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,22,22,3,"William Brown","Team Skylark"
"Sergio Pardilla","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"William Brown","Team Skylark"
"Christopher Froome","Team Sky",22,NA,20,NA,NA,NA,NA,NA,NA,20,4,"William Brown","Team Skylark"
"Simon Yates","ORICA - BikeExchange",12,NA,6,NA,NA,NA,NA,NA,NA,6,4,"William Brown","Team Skylark"
"Louis Meintjes","Lampre - Merida",12,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"William Brown","Team Skylark"
"Johan Esteban Chaves","ORICA - BikeExchange",18,NA,18,NA,NA,NA,NA,NA,NA,18,4,"William Brown","Team Skylark"
"Zdenek Stybar","Etixx - Quick Step",8,NA,NA,NA,NA,10,NA,10,NA,20,4,"William Brown","Team Skylark"
"Peter Kennaugh","Team Sky",6,NA,12,NA,NA,NA,NA,NA,2,14,4,"William Brown","Team Skylark"
"Jonathan Castroviejo","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,4,"William Brown","Team Skylark"
"José Herrada","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,10,10,4,"William Brown","Team Skylark"
