"rider","Team","Cost","Stg","GC","PC","KOM","Spr","Sum","Bky","Ass","Tot","stage","directeur","team"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,7,NA,NA,NA,NA,NA,NA,7,4,"Ben Neal","Cooper`s Crankers"
"Matteo Trentin","Quick-Step Floors",10,200,NA,10,NA,NA,NA,NA,4,214,4,"Ben Neal","Cooper`s Crankers"
"Salvatore Puccio","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,10,10,4,"Ben Neal","Cooper`s Crankers"
"Fernando Orjuela","Manzana Postobon",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Ben Neal","Cooper`s Crankers"
"Peter Koning","Aqua Blue Sport",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Ben Neal","Cooper`s Crankers"
"Johan Esteban Chaves","ORICA-Scott",14,NA,15,NA,NA,NA,NA,NA,6,21,4,"Ben Neal","Cooper`s Crankers"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,10,10,4,"Stew Ralph","Fly Guys"
"Christopher Froome","Team Sky",26,NA,25,NA,3,NA,NA,NA,4,32,4,"Stew Ralph","Fly Guys"
"Romain Bardet","AG2R La Mondiale",14,NA,12,NA,NA,NA,NA,NA,NA,12,4,"Stew Ralph","Fly Guys"
"Fabio Aru","Astana Pro Team",16,NA,14,NA,NA,NA,NA,NA,2,16,4,"Stew Ralph","Fly Guys"
"Jens Debusschere","Lotto Soudal",6,80,NA,NA,NA,NA,NA,NA,NA,80,4,"Stew Ralph","Fly Guys"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Stew Ralph","Fly Guys"
"Alexis Gougeard","AG2R La Mondiale",4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Stew Ralph","Fly Guys"
"Jaime Roson","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Stew Ralph","Fly Guys"
"Marc Soler","Movistar Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Stew Ralph","Fly Guys"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,15,6,NA,NA,NA,NA,NA,21,5,"EdG","Bad Hombres"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"EdG","Bad Hombres"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"EdG","Bad Hombres"
"Emanuel Buchmann","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"EdG","Bad Hombres"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,8,8,5,"EdG","Bad Hombres"
"Larry Warbasse","Aqua Blue Sport",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"EdG","Bad Hombres"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,4,4,5,"EdG","Bad Hombres"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"EdG","Bad Hombres"
"Alberto Contador","Trek - Segafredo",18,15,NA,NA,NA,NA,NA,NA,NA,15,5,"EdG","Bad Hombres"
"Miguel Ángel López","Astana Pro Team",16,NA,NA,NA,NA,NA,NA,NA,12,12,5,"Lee Taylor","Stinkys Strokers"
"Rui Costa","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Lee Taylor","Stinkys Strokers"
"Marc Soler","Movistar Team",12,120,NA,NA,NA,NA,NA,10,2,132,5,"Lee Taylor","Stinkys Strokers"
"Domenico Pozzovivo","AG2R La Mondiale",12,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Lee Taylor","Stinkys Strokers"
"Sacha Modolo","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Lee Taylor","Stinkys Strokers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Lee Taylor","Stinkys Strokers"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Lee Taylor","Stinkys Strokers"
"Lachlan Morton","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Lee Taylor","Stinkys Strokers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,15,6,NA,NA,NA,NA,NA,21,5,"Lee Taylor","Stinkys Strokers"
"Christopher Froome","Team Sky",26,10,25,NA,1,NA,NA,NA,NA,36,5,"Simon Lyons","Brake Rub Regression"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,15,6,NA,NA,NA,NA,NA,21,5,"Simon Lyons","Brake Rub Regression"
"George Bennett","Team LottoNL-Jumbo",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Simon Lyons","Brake Rub Regression"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Simon Lyons","Brake Rub Regression"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Simon Lyons","Brake Rub Regression"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Simon Lyons","Brake Rub Regression"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Simon Lyons","Brake Rub Regression"
"Peter Stetina","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Simon Lyons","Brake Rub Regression"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Simon Lyons","Brake Rub Regression"
"Christopher Froome","Team Sky",26,10,25,NA,1,NA,NA,NA,NA,36,5,"Brendan Smith","The Banditos"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Banditos"
"Emanuel Buchmann","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Banditos"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,8,NA,NA,NA,NA,NA,NA,8,5,"Brendan Smith","The Banditos"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,8,8,5,"Brendan Smith","The Banditos"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Banditos"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Brendan Smith","The Banditos"
"Jesús Hernández","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Banditos"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Brendan Smith","The Banditos"
"Christopher Froome","Team Sky",26,10,25,NA,1,NA,NA,NA,NA,36,5,"Ben Neal","Cooper`s Crankers"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Ben Neal","Cooper`s Crankers"
"Jarlinson Pantano","Trek - Segafredo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Ben Neal","Cooper`s Crankers"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,8,NA,NA,NA,NA,NA,NA,8,5,"Ben Neal","Cooper`s Crankers"
"Matteo Trentin","Quick-Step Floors",10,NA,NA,10,NA,NA,NA,NA,NA,10,5,"Ben Neal","Cooper`s Crankers"
"Salvatore Puccio","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,6,6,5,"Ben Neal","Cooper`s Crankers"
"Fernando Orjuela","Manzana Postobon",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Ben Neal","Cooper`s Crankers"
"Peter Koning","Aqua Blue Sport",4,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Ben Neal","Cooper`s Crankers"
"Johan Esteban Chaves","ORICA-Scott",14,NA,20,NA,NA,NA,NA,NA,6,26,5,"Ben Neal","Cooper`s Crankers"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Stew Ralph","Fly Guys"
"Christopher Froome","Team Sky",26,10,25,NA,1,NA,NA,NA,NA,36,5,"Stew Ralph","Fly Guys"
"Romain Bardet","AG2R La Mondiale",14,NA,9,NA,NA,NA,NA,NA,NA,9,5,"Stew Ralph","Fly Guys"
"Fabio Aru","Astana Pro Team",16,NA,14,NA,NA,NA,NA,NA,12,26,5,"Stew Ralph","Fly Guys"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Stew Ralph","Fly Guys"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Stew Ralph","Fly Guys"
"Alexis Gougeard","AG2R La Mondiale",4,80,NA,NA,NA,4,NA,10,NA,94,5,"Stew Ralph","Fly Guys"
"Jaime Roson","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Stew Ralph","Fly Guys"
"Marc Soler","Movistar Team",12,120,NA,NA,NA,NA,NA,10,2,132,5,"Stew Ralph","Fly Guys"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,16,6,NA,NA,NA,NA,NA,22,6,"EdG","Bad Hombres"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,2,2,6,"EdG","Bad Hombres"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,4,4,6,"EdG","Bad Hombres"
"Emanuel Buchmann","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,4,4,6,"EdG","Bad Hombres"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,8,8,6,"EdG","Bad Hombres"
"Larry Warbasse","Aqua Blue Sport",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"EdG","Bad Hombres"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"EdG","Bad Hombres"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,6,"EdG","Bad Hombres"
"Alberto Contador","Trek - Segafredo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"EdG","Bad Hombres"
"Miguel Ángel López","Astana Pro Team",16,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Lee Taylor","Stinkys Strokers"
"Rui Costa","UAE Team Emirates",10,NA,3,NA,NA,NA,NA,NA,2,5,6,"Lee Taylor","Stinkys Strokers"
"Marc Soler","Movistar Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Lee Taylor","Stinkys Strokers"
"Domenico Pozzovivo","AG2R La Mondiale",12,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Lee Taylor","Stinkys Strokers"
"Sacha Modolo","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Lee Taylor","Stinkys Strokers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Lee Taylor","Stinkys Strokers"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Lee Taylor","Stinkys Strokers"
"Lachlan Morton","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Lee Taylor","Stinkys Strokers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,16,6,NA,NA,NA,NA,NA,22,6,"Lee Taylor","Stinkys Strokers"
"Christopher Froome","Team Sky",26,50,25,3,NA,NA,NA,NA,NA,78,6,"Simon Lyons","Brake Rub Regression"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,16,6,NA,NA,NA,NA,NA,22,6,"Simon Lyons","Brake Rub Regression"
"George Bennett","Team LottoNL-Jumbo",10,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Simon Lyons","Brake Rub Regression"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,4,4,6,"Simon Lyons","Brake Rub Regression"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Simon Lyons","Brake Rub Regression"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Simon Lyons","Brake Rub Regression"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Simon Lyons","Brake Rub Regression"
"Peter Stetina","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Simon Lyons","Brake Rub Regression"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Simon Lyons","Brake Rub Regression"
"Christopher Froome","Team Sky",26,50,25,3,NA,NA,NA,NA,NA,78,6,"Brendan Smith","The Banditos"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,1,NA,NA,NA,NA,NA,NA,1,6,"Brendan Smith","The Banditos"
"Emanuel Buchmann","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,4,4,6,"Brendan Smith","The Banditos"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,9,NA,NA,NA,NA,NA,NA,9,6,"Brendan Smith","The Banditos"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,8,8,6,"Brendan Smith","The Banditos"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Brendan Smith","The Banditos"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Brendan Smith","The Banditos"
"Jesús Hernández","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Brendan Smith","The Banditos"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,4,4,6,"Brendan Smith","The Banditos"
"Christopher Froome","Team Sky",26,50,25,3,NA,NA,NA,NA,NA,78,6,"Ben Neal","Cooper`s Crankers"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,1,NA,NA,NA,NA,NA,NA,1,6,"Ben Neal","Cooper`s Crankers"
"Jarlinson Pantano","Trek - Segafredo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Ben Neal","Cooper`s Crankers"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,9,NA,NA,NA,NA,NA,NA,9,6,"Ben Neal","Cooper`s Crankers"
"Matteo Trentin","Quick-Step Floors",10,NA,NA,10,NA,NA,NA,NA,2,12,6,"Ben Neal","Cooper`s Crankers"
"Salvatore Puccio","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Ben Neal","Cooper`s Crankers"
"Fernando Orjuela","Manzana Postobon",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Ben Neal","Cooper`s Crankers"
"Peter Koning","Aqua Blue Sport",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Ben Neal","Cooper`s Crankers"
"Johan Esteban Chaves","ORICA-Scott",14,5,22,NA,NA,NA,NA,NA,4,31,6,"Ben Neal","Cooper`s Crankers"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Stew Ralph","Fly Guys"
"Christopher Froome","Team Sky",26,50,25,3,NA,NA,NA,NA,NA,78,6,"Stew Ralph","Fly Guys"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Stew Ralph","Fly Guys"
"Fabio Aru","Astana Pro Team",16,40,14,NA,NA,NA,NA,NA,6,60,6,"Stew Ralph","Fly Guys"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Stew Ralph","Fly Guys"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Stew Ralph","Fly Guys"
"Alexis Gougeard","AG2R La Mondiale",4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Stew Ralph","Fly Guys"
"Jaime Roson","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Stew Ralph","Fly Guys"
"Marc Soler","Movistar Team",12,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Stew Ralph","Fly Guys"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,16,3,NA,NA,NA,NA,NA,19,7,"EdG","Bad Hombres"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"EdG","Bad Hombres"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,4,4,7,"EdG","Bad Hombres"
"Emanuel Buchmann","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,4,4,7,"EdG","Bad Hombres"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,4,4,7,"EdG","Bad Hombres"
"Larry Warbasse","Aqua Blue Sport",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"EdG","Bad Hombres"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"EdG","Bad Hombres"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,7,"EdG","Bad Hombres"
"Alberto Contador","Trek - Segafredo",18,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"EdG","Bad Hombres"
"Miguel Ángel López","Astana Pro Team",16,NA,NA,NA,NA,NA,NA,NA,2,2,7,"Lee Taylor","Stinkys Strokers"
"Rui Costa","UAE Team Emirates",10,NA,2,NA,NA,NA,NA,NA,10,12,7,"Lee Taylor","Stinkys Strokers"
"Marc Soler","Movistar Team",12,NA,NA,NA,NA,NA,NA,NA,8,8,7,"Lee Taylor","Stinkys Strokers"
"Domenico Pozzovivo","AG2R La Mondiale",12,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Lee Taylor","Stinkys Strokers"
"Sacha Modolo","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,10,10,7,"Lee Taylor","Stinkys Strokers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,7,"Lee Taylor","Stinkys Strokers"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Lee Taylor","Stinkys Strokers"
"Lachlan Morton","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Lee Taylor","Stinkys Strokers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,16,3,NA,NA,NA,NA,NA,19,7,"Lee Taylor","Stinkys Strokers"
"Christopher Froome","Team Sky",26,NA,25,1,NA,NA,NA,NA,NA,26,7,"Simon Lyons","Brake Rub Regression"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,16,3,NA,NA,NA,NA,NA,19,7,"Simon Lyons","Brake Rub Regression"
"George Bennett","Team LottoNL-Jumbo",10,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Simon Lyons","Brake Rub Regression"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Simon Lyons","Brake Rub Regression"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Simon Lyons","Brake Rub Regression"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Simon Lyons","Brake Rub Regression"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Simon Lyons","Brake Rub Regression"
"Peter Stetina","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Simon Lyons","Brake Rub Regression"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Simon Lyons","Brake Rub Regression"
"Christopher Froome","Team Sky",26,NA,25,1,NA,NA,NA,NA,NA,26,7,"Brendan Smith","The Banditos"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Banditos"
"Emanuel Buchmann","Bora - Hansgrohe",8,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Brendan Smith","The Banditos"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,9,NA,NA,NA,NA,NA,NA,9,7,"Brendan Smith","The Banditos"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Brendan Smith","The Banditos"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Banditos"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Banditos"
"Jesús Hernández","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Brendan Smith","The Banditos"
"Rafal Majka","Bora - Hansgrohe",14,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Brendan Smith","The Banditos"
"Christopher Froome","Team Sky",26,NA,25,1,NA,NA,NA,NA,NA,26,7,"Ben Neal","Cooper`s Crankers"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Ben Neal","Cooper`s Crankers"
"Jarlinson Pantano","Trek - Segafredo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Ben Neal","Cooper`s Crankers"
"Ilnur Zakarin","Team Katusha - Alpecin",16,NA,9,NA,NA,NA,NA,NA,NA,9,7,"Ben Neal","Cooper`s Crankers"
"Matteo Trentin","Quick-Step Floors",10,NA,NA,10,NA,NA,NA,NA,NA,10,7,"Ben Neal","Cooper`s Crankers"
"Salvatore Puccio","Team Sky",6,NA,NA,NA,NA,NA,NA,NA,6,6,7,"Ben Neal","Cooper`s Crankers"
"Fernando Orjuela","Manzana Postobon",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Ben Neal","Cooper`s Crankers"
"Peter Koning","Aqua Blue Sport",4,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Ben Neal","Cooper`s Crankers"
"Johan Esteban Chaves","ORICA-Scott",14,NA,22,NA,NA,NA,NA,NA,NA,22,7,"Ben Neal","Cooper`s Crankers"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Stew Ralph","Fly Guys"
"Christopher Froome","Team Sky",26,NA,25,1,NA,NA,NA,NA,NA,26,7,"Stew Ralph","Fly Guys"
"Romain Bardet","AG2R La Mondiale",14,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Stew Ralph","Fly Guys"
"Fabio Aru","Astana Pro Team",16,NA,13,NA,NA,NA,NA,NA,2,15,7,"Stew Ralph","Fly Guys"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Stew Ralph","Fly Guys"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Stew Ralph","Fly Guys"
"Alexis Gougeard","AG2R La Mondiale",4,15,NA,NA,NA,6,NA,10,NA,31,7,"Stew Ralph","Fly Guys"
"Jaime Roson","Caja Rural - Seguros RGA",6,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Stew Ralph","Fly Guys"
"Marc Soler","Movistar Team",12,NA,NA,NA,NA,NA,NA,NA,8,8,7,"Stew Ralph","Fly Guys"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,18,1,NA,NA,NA,NA,NA,19,8,"EdG","Bad Hombres"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,6,6,8,"EdG","Bad Hombres"
"Rafal Majka","Bora - Hansgrohe",14,120,NA,NA,2,NA,15,NA,NA,137,8,"EdG","Bad Hombres"
"Emanuel Buchmann","Bora - Hansgrohe",8,30,NA,NA,NA,6,NA,NA,2,38,8,"EdG","Bad Hombres"
"Magnus Cort Nielsen","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,4,4,8,"EdG","Bad Hombres"
"Larry Warbasse","Aqua Blue Sport",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"EdG","Bad Hombres"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"EdG","Bad Hombres"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,8,"EdG","Bad Hombres"
"Alberto Contador","Trek - Segafredo",18,15,4,NA,NA,NA,NA,NA,NA,19,8,"EdG","Bad Hombres"
"Miguel Ángel López","Astana Pro Team",16,NA,1,NA,NA,NA,NA,NA,2,3,8,"Lee Taylor","Stinkys Strokers"
"Rui Costa","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,8,8,8,"Lee Taylor","Stinkys Strokers"
"Marc Soler","Movistar Team",12,NA,NA,NA,NA,NA,NA,NA,6,6,8,"Lee Taylor","Stinkys Strokers"
"Domenico Pozzovivo","AG2R La Mondiale",12,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Lee Taylor","Stinkys Strokers"
"Sacha Modolo","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,8,8,8,"Lee Taylor","Stinkys Strokers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,8,"Lee Taylor","Stinkys Strokers"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,6,6,8,"Lee Taylor","Stinkys Strokers"
"Lachlan Morton","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Lee Taylor","Stinkys Strokers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,18,1,NA,NA,NA,NA,NA,19,8,"Lee Taylor","Stinkys Strokers"
"Christopher Froome","Team Sky",26,10,25,NA,NA,NA,NA,NA,NA,35,8,"Simon Lyons","Brake Rub Regression"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",20,NA,18,1,NA,NA,NA,NA,NA,19,8,"Simon Lyons","Brake Rub Regression"
"George Bennett","Team LottoNL-Jumbo",10,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Simon Lyons","Brake Rub Regression"
"Rafal Majka","Bora - Hansgrohe",14,120,NA,NA,2,NA,15,NA,NA,137,8,"Simon Lyons","Brake Rub Regression"
"Jens Debusschere","Lotto Soudal",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Simon Lyons","Brake Rub Regression"
"Omar Fraile","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Simon Lyons","Brake Rub Regression"
"Eros Capecchi","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,6,6,8,"Simon Lyons","Brake Rub Regression"
"Peter Stetina","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Simon Lyons","Brake Rub Regression"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,6,6,8,"Simon Lyons","Brake Rub Regression"
"Christopher Froome","Team Sky",26,10,25,NA,NA,NA,NA,NA,NA,35,8,"Brendan Smith","The Banditos"
"Steven Kruijswijk","Team LottoNL-Jumbo",12,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Brendan Smith","The Banditos"
"Emanuel Buchmann","Bora - Hansgrohe",8,30,NA,NA,NA,6,NA,NA,2,38,8,"Brendan Smith","The Banditos"
