"rider","Team","Cost","Stg","GC","PC","KOM","Spr","Sum","Bky","Ass","Tot","stage","directeur","team"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,8,8,1,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,120,22,6,NA,NA,NA,NA,NA,148,1,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,5,5,NA,NA,NA,NA,NA,NA,10,1,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,15,8,NA,NA,NA,NA,NA,NA,23,2,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,4,NA,NA,NA,NA,NA,8,12,2,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,2,NA,NA,NA,NA,NA,NA,2,2,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,40,20,3,NA,NA,NA,NA,6,69,2,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,9,NA,NA,NA,NA,NA,2,11,3,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,2,NA,NA,NA,NA,NA,NA,2,3,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,8,NA,NA,NA,NA,NA,NA,8,3,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,5,NA,NA,NA,NA,NA,NA,5,3,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,50,15,NA,NA,NA,NA,NA,NA,65,3,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,2,2,3,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,60,18,NA,NA,NA,NA,NA,18,96,3,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,30,18,NA,NA,NA,NA,NA,NA,48,4,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,70,14,NA,NA,NA,NA,NA,NA,84,4,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,50,20,NA,NA,NA,NA,NA,NA,70,4,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,6,6,4,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,2,2,4,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,2,2,4,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,60,25,NA,NA,NA,NA,NA,NA,85,4,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,16,NA,NA,NA,NA,NA,NA,16,5,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,15,NA,NA,NA,NA,NA,NA,15,5,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,15,20,NA,NA,NA,NA,NA,NA,35,5,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,4,4,5,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,2,2,5,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,2,2,5,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,25,NA,NA,NA,NA,NA,6,31,5,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,20,18,NA,NA,NA,NA,NA,NA,38,6,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,15,14,NA,NA,NA,NA,NA,NA,29,6,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,70,20,NA,NA,NA,NA,NA,NA,90,6,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,4,4,6,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,2,2,6,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,6,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,50,25,NA,NA,NA,NA,NA,NA,75,6,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,30,18,NA,NA,NA,NA,NA,NA,48,7,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,25,15,NA,NA,NA,NA,NA,NA,40,7,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,5,20,NA,NA,NA,NA,NA,6,31,7,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,4,4,7,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,150,NA,3,NA,NA,NA,NA,2,155,7,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,2,2,7,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,7,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,25,NA,NA,NA,NA,NA,4,29,7,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,60,18,NA,NA,NA,NA,NA,4,82,8,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,20,15,NA,NA,NA,NA,NA,NA,35,8,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,50,20,NA,NA,NA,NA,NA,NA,70,8,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,4,4,8,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,3,NA,NA,NA,NA,2,5,8,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,8,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,8,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,120,NA,NA,NA,3,NA,NA,NA,123,8,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,30,25,NA,NA,NA,NA,NA,NA,55,8,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,80,16,NA,NA,NA,2,NA,NA,98,9,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,100,20,NA,NA,NA,6,NA,NA,126,9,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,5,NA,NA,NA,NA,NA,NA,5,9,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,3,NA,NA,NA,NA,NA,3,9,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,18,18,9,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,9,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,5,9,NA,NA,NA,NA,NA,NA,14,9,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,70,16,NA,NA,NA,NA,NA,NA,86,10,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,150,25,NA,NA,NA,NA,NA,NA,175,10,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,5,NA,NA,NA,NA,NA,NA,5,10,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,3,NA,NA,NA,NA,NA,3,10,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,100,15,NA,NA,NA,NA,NA,NA,115,10,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,16,NA,NA,NA,NA,NA,NA,16,11,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,25,NA,NA,NA,NA,NA,NA,25,11,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,5,NA,NA,NA,NA,NA,NA,5,11,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,3,NA,NA,NA,NA,NA,3,11,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,11,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,80,NA,NA,NA,NA,NA,NA,NA,80,11,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,14,NA,NA,NA,NA,NA,NA,14,11,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,16,NA,NA,NA,NA,NA,NA,16,12,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,25,NA,NA,NA,NA,NA,NA,25,12,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,5,NA,NA,NA,NA,NA,NA,5,12,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,3,NA,NA,NA,NA,NA,3,12,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,12,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,12,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,14,NA,NA,NA,NA,NA,6,20,12,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,16,NA,NA,NA,NA,NA,NA,16,13,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,25,NA,NA,NA,NA,NA,NA,25,13,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,6,NA,NA,NA,NA,NA,NA,6,13,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,50,NA,2,NA,NA,NA,NA,NA,52,13,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,13,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,14,NA,NA,NA,NA,NA,6,20,13,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,60,18,NA,NA,NA,NA,NA,NA,78,14,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,150,25,NA,10,NA,15,NA,NA,200,14,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,70,8,NA,NA,NA,NA,NA,NA,78,14,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,2,2,14,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,3,NA,NA,NA,NA,NA,3,14,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,14,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,14,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,12,NA,NA,NA,NA,NA,NA,12,14,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,60,18,NA,NA,NA,NA,NA,NA,78,15,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,50,25,NA,10,NA,NA,NA,NA,85,15,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,90,10,NA,NA,NA,NA,NA,NA,100,15,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,14,14,15,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,150,13,NA,NA,NA,NA,NA,NA,163,15,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,150,20,NA,NA,NA,6,NA,4,180,16,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,15,25,NA,1,NA,NA,NA,NA,41,16,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,40,11,NA,NA,NA,NA,NA,NA,51,16,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,4,4,16,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,12,12,16,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,12,12,16,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,50,13,NA,NA,NA,NA,NA,NA,63,16,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,20,NA,NA,NA,NA,NA,2,22,17,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,25,NA,NA,NA,NA,NA,NA,25,17,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,10,NA,NA,NA,NA,NA,NA,10,17,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,17,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,90,NA,NA,NA,NA,NA,NA,12,102,17,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,4,4,17,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,13,NA,NA,NA,NA,NA,NA,13,17,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,25,20,NA,NA,NA,NA,NA,4,49,18,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,40,25,NA,NA,NA,NA,NA,NA,65,18,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,20,12,NA,NA,NA,NA,NA,NA,32,18,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,12,15,10,4,41,18,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,18,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,10,10,18,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,6,6,18,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,11,NA,NA,NA,NA,NA,NA,11,18,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,20,NA,NA,NA,NA,NA,2,22,19,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,22,NA,NA,NA,NA,NA,NA,22,19,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,5,13,NA,NA,NA,NA,NA,NA,18,19,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,6,6,19,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,19,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,12,12,19,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,4,4,19,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,10,12,NA,NA,NA,NA,NA,NA,22,19,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,100,22,NA,NA,NA,4,NA,NA,126,20,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,30,18,NA,NA,NA,NA,NA,NA,48,20,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,60,13,NA,NA,NA,NA,NA,NA,73,20,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,20,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,12,12,20,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,6,6,20,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,70,12,NA,NA,NA,NA,NA,NA,82,20,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,15,20,NA,NA,NA,NA,NA,NA,35,21,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,120,25,1,NA,NA,NA,NA,NA,146,21,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,12,NA,NA,NA,NA,NA,NA,12,21,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,21,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,50,13,NA,NA,NA,NA,NA,NA,63,21,"Dave Hazzard","Sandbaggers"
"Vincenzo Nibali","Bahrain Merida Pro Cycling Team",22,NA,350,NA,NA,NA,NA,NA,10,360,22,"Dave Hazzard","Sandbaggers"
"Tom Dumoulin","Team Sunweb",16,NA,500,30,15,NA,NA,NA,NA,545,22,"Dave Hazzard","Sandbaggers"
"Adam Yates","ORICA-Scott",12,NA,160,NA,NA,NA,NA,NA,NA,160,22,"Dave Hazzard","Sandbaggers"
"Diego Rosa","Team Sky",8,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Dave Hazzard","Sandbaggers"
"Caleb Ewan","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Dave Hazzard","Sandbaggers"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Dave Hazzard","Sandbaggers"
"Rory Sutherland","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,40,40,22,"Dave Hazzard","Sandbaggers"
"Giovanni Visconti","Bahrain Merida Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,22,"Dave Hazzard","Sandbaggers"
"Bob Jungels","Quick-Step Floors",10,NA,180,NA,NA,NA,NA,NA,NA,180,22,"Dave Hazzard","Sandbaggers"
"Nairo Quintana","Movistar Team",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Athol Underwood","Use Rule #5"
"Tom Dumoulin","Team Sunweb",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Athol Underwood","Use Rule #5"
"Adam Yates","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,8,8,1,"Athol Underwood","Use Rule #5"
"Mikel Landa","Team Sky",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Athol Underwood","Use Rule #5"
"Caleb Ewan","ORICA-Scott",12,120,22,6,NA,NA,NA,NA,NA,148,1,"Athol Underwood","Use Rule #5"
"Rohan Dennis","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Athol Underwood","Use Rule #5"
