"rider","Team","Cost","Stg","GC","PC","KOM","Spr","Sum","Bky","Ass","Tot","stage","directeur","team"
"Andrey Zeits","Astana Pro Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Glen Browning","Glen`s segment hunters"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Geraint Thomas","Team Sky",12,200,NA,NA,NA,NA,NA,NA,NA,200,1,"Dave Hazzard","Sandbaggers"
"Johan Esteban Chaves","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Nairo Quintana","Movistar Team",18,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"André Greipel","Lotto Soudal",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Mark Renshaw","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Christian Knees","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Damien Howson","ORICA-Scott",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Ondrej Cink","Bahrain Merida Pro Cycling Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dave Hazzard","Sandbaggers"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"George Bennett","Team LottoNL-Jumbo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"John Darwin Atapuma","UAE Team Emirates",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"Peter Sagan","Bora - Hansgrohe",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"Jan Bakelants","AG2R La Mondiale",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"Mark Renshaw","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Colin Clarke","Konacol"
"Geraint Thomas","Team Sky",12,200,NA,NA,NA,NA,NA,NA,NA,200,1,"Colin Clarke","Konacol"
"Alejandro Valverde","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Geraint Thomas","Team Sky",12,200,NA,NA,NA,NA,NA,NA,NA,200,1,"Steve H","Team Helmet"
"Romain Bardet","AG2R La Mondiale",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"André Greipel","Lotto Soudal",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Jesús Herrada","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Daniele Bennati","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Thibaut Pinot","FDJ",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Steve H","Team Helmet"
"Christopher Froome","Team Sky",26,70,NA,NA,NA,NA,NA,NA,NA,70,1,"Terry Bailey","Bail`s Bunch"
"Diego Ulissi","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Terry Bailey","Bail`s Bunch"
"Johan Esteban Chaves","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Terry Bailey","Bail`s Bunch"
"George Bennett","Team LottoNL-Jumbo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Terry Bailey","Bail`s Bunch"
"Peter Sagan","Bora - Hansgrohe",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Terry Bailey","Bail`s Bunch"
"Michal Kwiatkowski","Team Sky",8,50,NA,NA,NA,NA,NA,NA,NA,50,1,"Terry Bailey","Bail`s Bunch"
"Taylor Phinney","Cannondale-Drapac Pro Cycling Team",6,20,NA,NA,NA,NA,NA,NA,NA,20,1,"Terry Bailey","Bail`s Bunch"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Terry Bailey","Bail`s Bunch"
"Ignatas Konovalovas","FDJ",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Terry Bailey","Bail`s Bunch"
"Christopher Froome","Team Sky",26,70,NA,NA,NA,NA,NA,NA,NA,70,1,"William Brown","Team Skylark"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Rafal Majka","Bora - Hansgrohe",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Sergio Luis Henao","Team Sky",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Peter Sagan","Bora - Hansgrohe",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Stephen Cummings","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Mathew Hayman","ORICA-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Christian Knees","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"William Brown","Team Skylark"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Andrew Talansky","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Louis Meintjes","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Pierre Latour","AG2R La Mondiale",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Peter Sagan","Bora - Hansgrohe",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Lilian Calmejane","Direct Energie",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Michal Kwiatkowski","Team Sky",8,50,NA,NA,NA,NA,NA,NA,NA,50,1,"Dan Longauer","Wanderers"
"Jonathan Castroviejo","Movistar Team",6,5,NA,NA,NA,NA,NA,NA,NA,5,1,"Dan Longauer","Wanderers"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Dan Longauer","Wanderers"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Alberto Contador","Trek - Segafredo",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Fabio Aru","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"André Greipel","Lotto Soudal",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Tim Wellens","Lotto Soudal",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Thomas Boudat","Direct Energie",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Frederik Backaert","Wanty - Groupe Gobert",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Jared O`Toole","HillsnHeadwinds"
"Nikias Arndt","Team Sunweb",6,25,NA,NA,NA,NA,NA,NA,NA,25,1,"Jared O`Toole","HillsnHeadwinds"
"Alejandro Valverde","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Alberto Contador","Trek - Segafredo",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Alessandro De Marchi","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Fabio Aru","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"André Greipel","Lotto Soudal",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Alberto Bettiol","Cannondale-Drapac Pro Cycling Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Axel Domont","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Andrei Grivko","Astana Pro Team",6,15,NA,NA,NA,NA,NA,NA,NA,15,1,"Alex","The A Team"
"Arnaud Démare","FDJ",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Alex","The A Team"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Johan Esteban Chaves","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Mikel Landa","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Peter Sagan","Bora - Hansgrohe",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Koen De Kort","Trek - Segafredo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Ben Gastauer","AG2R La Mondiale",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Timo Roosen","Team LottoNL-Jumbo",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Mathew Hayman","ORICA-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Lanterne Rouge","Big Men in Lycra"
"Alberto Contador","Trek - Segafredo",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Rafal Majka","Bora - Hansgrohe",12,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"André Greipel","Lotto Soudal",14,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Stephen Cummings","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Mathew Hayman","ORICA-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Thomas Degand","Wanty - Groupe Gobert",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Romain Bardet","AG2R La Mondiale",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Crummy","CrummyMTB"
"Ion Izagirre","Bahrain Merida Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Romain Bardet","AG2R La Mondiale",16,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Carlos Betancur","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Peter Sagan","Bora - Hansgrohe",22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Bernhard Eisel","Dimension Data",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Alexey Lutsenko","Astana Pro Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Bauke Mollema","Trek - Segafredo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Equipe Gestionnaire","Tiger Power"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Jack","Beardy Beards"
"Geraint Thomas","Team Sky",12,NA,25,NA,NA,NA,NA,NA,10,35,2,"Jack","Beardy Beards"
"Daniel Martin","Quick-Step Floors",12,NA,NA,NA,NA,NA,NA,NA,17,17,2,"Jack","Beardy Beards"
"Mikel Landa","Team Sky",12,NA,NA,NA,NA,NA,NA,NA,20,20,2,"Jack","Beardy Beards"
"Mark Cavendish","Dimension Data",10,100,NA,2,NA,NA,NA,NA,NA,102,2,"Jack","Beardy Beards"
"Tony Martin","Team Katusha - Alpecin",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jack","Beardy Beards"
"Simon Clarke","Cannondale-Drapac Pro Cycling Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jack","Beardy Beards"
"Roman Kreuziger","ORICA-Scott",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jack","Beardy Beards"
"Nacer Bouhanni","Cofidis Solutions Crédits",10,50,NA,NA,NA,NA,NA,NA,NA,50,2,"Jack","Beardy Beards"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Glen Browning","Glen`s segment hunters"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Glen Browning","Glen`s segment hunters"
"Daniel Martin","Quick-Step Floors",12,NA,NA,NA,NA,NA,NA,NA,17,17,2,"Glen Browning","Glen`s segment hunters"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Glen Browning","Glen`s segment hunters"
"Peter Sagan","Bora - Hansgrohe",22,30,4,NA,NA,2,NA,NA,NA,36,2,"Glen Browning","Glen`s segment hunters"
"Tony Martin","Team Katusha - Alpecin",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Glen Browning","Glen`s segment hunters"
"Thomas Boudat","Direct Energie",6,NA,NA,NA,NA,15,NA,15,NA,30,2,"Glen Browning","Glen`s segment hunters"
"Vasil Kiryienka","Team Sky",6,NA,18,NA,NA,NA,NA,NA,20,38,2,"Glen Browning","Glen`s segment hunters"
"Andrey Zeits","Astana Pro Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Glen Browning","Glen`s segment hunters"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Dave Hazzard","Sandbaggers"
"Geraint Thomas","Team Sky",12,NA,25,NA,NA,NA,NA,NA,10,35,2,"Dave Hazzard","Sandbaggers"
"Johan Esteban Chaves","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Nairo Quintana","Movistar Team",18,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"André Greipel","Lotto Soudal",14,120,NA,4,NA,NA,NA,NA,NA,124,2,"Dave Hazzard","Sandbaggers"
"Mark Renshaw","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Christian Knees","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,20,20,2,"Dave Hazzard","Sandbaggers"
"Damien Howson","ORICA-Scott",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Ondrej Cink","Bahrain Merida Pro Cycling Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dave Hazzard","Sandbaggers"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Colin Clarke","Konacol"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Colin Clarke","Konacol"
"George Bennett","Team LottoNL-Jumbo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Colin Clarke","Konacol"
"John Darwin Atapuma","UAE Team Emirates",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Colin Clarke","Konacol"
"Peter Sagan","Bora - Hansgrohe",22,30,4,NA,NA,2,NA,NA,NA,36,2,"Colin Clarke","Konacol"
"Jan Bakelants","AG2R La Mondiale",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Colin Clarke","Konacol"
"Mark Renshaw","Dimension Data",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Colin Clarke","Konacol"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,17,17,2,"Colin Clarke","Konacol"
"Geraint Thomas","Team Sky",12,NA,25,NA,NA,NA,NA,NA,10,35,2,"Colin Clarke","Konacol"
"Alejandro Valverde","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Steve H","Team Helmet"
"Geraint Thomas","Team Sky",12,NA,25,NA,NA,NA,NA,NA,10,35,2,"Steve H","Team Helmet"
"Romain Bardet","AG2R La Mondiale",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Steve H","Team Helmet"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Steve H","Team Helmet"
"André Greipel","Lotto Soudal",14,120,NA,4,NA,NA,NA,NA,NA,124,2,"Steve H","Team Helmet"
"Jesús Herrada","Movistar Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Steve H","Team Helmet"
"Daniele Bennati","Movistar Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Steve H","Team Helmet"
"Imanol Erviti","Movistar Team",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Steve H","Team Helmet"
"Thibaut Pinot","FDJ",14,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Steve H","Team Helmet"
"Christopher Froome","Team Sky",26,NA,15,NA,NA,NA,NA,NA,20,35,2,"Terry Bailey","Bail`s Bunch"
"Diego Ulissi","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Terry Bailey","Bail`s Bunch"
"Johan Esteban Chaves","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Terry Bailey","Bail`s Bunch"
"George Bennett","Team LottoNL-Jumbo",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Terry Bailey","Bail`s Bunch"
"Peter Sagan","Bora - Hansgrohe",22,30,4,NA,NA,2,NA,NA,NA,36,2,"Terry Bailey","Bail`s Bunch"
"Michal Kwiatkowski","Team Sky",8,NA,13,NA,NA,NA,NA,NA,20,33,2,"Terry Bailey","Bail`s Bunch"
"Taylor Phinney","Cannondale-Drapac Pro Cycling Team",6,NA,10,1,10,12,NA,15,NA,48,2,"Terry Bailey","Bail`s Bunch"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,17,17,2,"Terry Bailey","Bail`s Bunch"
"Ignatas Konovalovas","FDJ",4,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Terry Bailey","Bail`s Bunch"
"Christopher Froome","Team Sky",26,NA,15,NA,NA,NA,NA,NA,20,35,2,"William Brown","Team Skylark"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Rafal Majka","Bora - Hansgrohe",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Sergio Luis Henao","Team Sky",10,NA,NA,NA,NA,NA,NA,NA,20,20,2,"William Brown","Team Skylark"
"Peter Sagan","Bora - Hansgrohe",22,30,4,NA,NA,2,NA,NA,NA,36,2,"William Brown","Team Skylark"
"Stephen Cummings","Dimension Data",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Mathew Hayman","ORICA-Scott",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"William Brown","Team Skylark"
"Jack Bauer","Quick-Step Floors",4,NA,NA,NA,NA,NA,NA,NA,17,17,2,"William Brown","Team Skylark"
"Christian Knees","Team Sky",4,NA,NA,NA,NA,NA,NA,NA,20,20,2,"William Brown","Team Skylark"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Dan Longauer","Wanderers"
"Andrew Talansky","Cannondale-Drapac Pro Cycling Team",8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan Longauer","Wanderers"
"Louis Meintjes","UAE Team Emirates",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan Longauer","Wanderers"
"Pierre Latour","AG2R La Mondiale",8,NA,5,NA,NA,NA,NA,NA,NA,5,2,"Dan Longauer","Wanderers"
"Peter Sagan","Bora - Hansgrohe",22,30,4,NA,NA,2,NA,NA,NA,36,2,"Dan Longauer","Wanderers"
"Lilian Calmejane","Direct Energie",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan Longauer","Wanderers"
"Michal Kwiatkowski","Team Sky",8,NA,13,NA,NA,NA,NA,NA,20,33,2,"Dan Longauer","Wanderers"
"Jonathan Castroviejo","Movistar Team",6,NA,7,NA,NA,NA,NA,NA,NA,7,2,"Dan Longauer","Wanderers"
"Simon Yates","ORICA-Scott",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Dan Longauer","Wanderers"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Jared O`Toole","HillsnHeadwinds"
"Alberto Contador","Trek - Segafredo",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jared O`Toole","HillsnHeadwinds"
"Fabio Aru","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jared O`Toole","HillsnHeadwinds"
"Pierre Rolland","Cannondale-Drapac Pro Cycling Team",10,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jared O`Toole","HillsnHeadwinds"
"André Greipel","Lotto Soudal",14,120,NA,4,NA,NA,NA,NA,NA,124,2,"Jared O`Toole","HillsnHeadwinds"
"Tim Wellens","Lotto Soudal",8,NA,NA,NA,NA,NA,NA,NA,2,2,2,"Jared O`Toole","HillsnHeadwinds"
"Thomas Boudat","Direct Energie",6,NA,NA,NA,NA,15,NA,15,NA,30,2,"Jared O`Toole","HillsnHeadwinds"
"Frederik Backaert","Wanty - Groupe Gobert",4,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Jared O`Toole","HillsnHeadwinds"
"Nikias Arndt","Team Sunweb",6,NA,11,NA,NA,NA,NA,NA,2,13,2,"Jared O`Toole","HillsnHeadwinds"
"Alejandro Valverde","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Alex","The A Team"
"Alberto Contador","Trek - Segafredo",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Alex","The A Team"
"Alessandro De Marchi","BMC Racing Team",8,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Alex","The A Team"
"Fabio Aru","Astana Pro Team",14,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Alex","The A Team"
"André Greipel","Lotto Soudal",14,120,NA,4,NA,NA,NA,NA,NA,124,2,"Alex","The A Team"
"Alberto Bettiol","Cannondale-Drapac Pro Cycling Team",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Alex","The A Team"
"Axel Domont","AG2R La Mondiale",6,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Alex","The A Team"
"Andrei Grivko","Astana Pro Team",6,NA,9,NA,NA,NA,NA,NA,NA,9,2,"Alex","The A Team"
"Arnaud Démare","FDJ",12,150,NA,6,NA,3,NA,NA,NA,159,2,"Alex","The A Team"
"Richie Porte","BMC Racing Team",22,NA,NA,NA,NA,NA,NA,NA,5,5,2,"Lanterne Rouge","Big Men in Lycra"
"Alejandro Valverde","Movistar Team",16,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Lanterne Rouge","Big Men in Lycra"
"Johan Esteban Chaves","ORICA-Scott",12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Lanterne Rouge","Big Men in Lycra"
